43,Columbia,4/30/24,Criminal trespass 3rd enclosed prop
2,Columbia,5/1/24,Criminal trespass 3rd enclosed prop
67,Columbia,5/1/24,Unknown
3,Columbia,4/30/24,"Burglary 3rd, illegal Entry With Intent, Obstruct Governmentl Admin-2nd"
1,Columbia,4/30/24,"Burglary 3rd,  illegal entry with intent, Criminal Mischief, Conspiracy, Criminal Trespass"
3,Columbia,4/30/24,"Burglary 3rd, illegal entry with intent"
4,Columbia,5/1/24,"Burglary 3rd, illegal entry with intent"
